trade_id,ticker,scenario,entry_dt,exit_dt,entry_price,exit_price,ret_pct,hold_hours,hold_days,ret_per_24h_linear_pct,ret_per_24h_comp_pct,baseline_ret_pct_from_log
4,QNRX,next_day_10_30,2024-12-30T09:45:00-05:00,2024-12-31T10:30:00-05:00,21.665,24.15,11.470113085621957,24.75,1.03125,11.12253390120917,11.103924071866466,5.1212
4,QNRX,next_day_12_00,2024-12-30T09:45:00-05:00,2024-12-31T12:00:00-05:00,21.665,22.4,3.392568659127626,26.25,1.09375,3.1017770597738297,3.097321618133808,5.1212
4,QNRX,next_day_14_00,2024-12-30T09:45:00-05:00,2024-12-31T14:00:00-05:00,21.665,23.625,9.04684975767367,28.25,1.1770833333333333,7.685819263156392,7.635247123244193,5.1212
4,QNRX,next_day_15_30,2024-12-30T09:45:00-05:00,2024-12-31T15:30:00-05:00,21.665,23.45,8.239095315024226,29.75,1.2395833333333333,6.646665128086771,6.595403263226229,5.1212
4,QNRX,next_day_close,2024-12-30T09:45:00-05:00,2024-12-31T16:00:00-05:00,21.665,22.7745,5.121163166397413,30.25,1.2604166666666667,4.063071603092163,4.042006736590342,5.1212
4,QNRX,second_day_close,2024-12-30T09:45:00-05:00,2025-01-02T16:00:00-05:00,21.665,23.5025,8.481421647819065,78.25,3.2604166666666665,2.60133060124802,2.5283147421821583,5.1212
7,QIPT,same_day_14_00,2024-12-31T09:45:00-05:00,2024-12-31T14:00:00-05:00,2.87,3.005,4.703832752613235,4.25,0.17708333333333334,26.562820250051207,29.637265386303426,1.0453
7,QIPT,same_day_15_00,2024-12-31T09:45:00-05:00,2024-12-31T15:00:00-05:00,2.87,3.005,4.703832752613235,5.25,0.21875,21.503235440517646,23.38361964063951,1.0453
7,QIPT,same_day_15_30,2024-12-31T09:45:00-05:00,2024-12-31T15:30:00-05:00,2.87,3.045,6.097560975609739,5.75,0.23958333333333334,25.45068928950152,28.024210211645094,1.0453
7,QIPT,same_day_close,2024-12-31T09:45:00-05:00,2024-12-31T16:00:00-05:00,2.87,3.05,6.271777003484313,6.25,0.2604166666666667,24.083623693379764,26.312083735286464,1.0453
7,QIPT,next_day_open,2024-12-31T09:45:00-05:00,2025-01-02T09:30:00-05:00,2.87,3.02,5.226480836236935,47.75,1.9895833333333333,2.6269223051243236,2.593640783764939,1.0453
7,QIPT,next_day_10_30,2024-12-31T09:45:00-05:00,2025-01-02T10:30:00-05:00,2.87,2.925,1.9163763066202044,48.75,2.03125,0.9434467971053314,0.9389009388565572,1.0453
7,QIPT,next_day_12_00,2024-12-31T09:45:00-05:00,2025-01-02T12:00:00-05:00,2.87,2.93,2.0905923344947785,50.25,2.09375,0.9984918612512376,0.9930966855523637,1.0453
7,QIPT,next_day_14_00,2024-12-31T09:45:00-05:00,2025-01-02T14:00:00-05:00,2.87,2.89,0.6968641114982521,52.25,2.1770833333333335,0.3200906923628335,0.31948983257592545,1.0453
7,QIPT,next_day_15_30,2024-12-31T09:45:00-05:00,2025-01-02T15:30:00-05:00,2.87,2.9,1.0452961672473782,53.75,2.2395833333333335,0.46673689328255025,0.4653939783796579,1.0453
7,QIPT,next_day_close,2024-12-31T09:45:00-05:00,2025-01-02T16:00:00-05:00,2.87,2.9,1.0452961672473782,54.25,2.2604166666666665,0.4624351707638171,0.46109475921809473,1.0453
7,QIPT,second_day_close,2024-12-31T09:45:00-05:00,2025-01-03T16:00:00-05:00,2.87,3.05,6.271777003484313,78.25,3.2604166666666665,1.9236121160846458,1.8832118976473966,1.0453
6,DTIL,same_day_14_00,2024-12-31T09:45:00-05:00,2024-12-31T14:00:00-05:00,4.4,4.25,-3.409090909090917,4.25,0.17708333333333334,-19.251336898395767,-17.788203647522682,6.5909
6,DTIL,same_day_15_00,2024-12-31T09:45:00-05:00,2024-12-31T15:00:00-05:00,4.4,4.12,-6.363636363636371,5.25,0.21875,-29.090909090909125,-25.960964565993784,6.5909
6,DTIL,same_day_15_30,2024-12-31T09:45:00-05:00,2024-12-31T15:30:00-05:00,4.4,4.14,-5.909090909090919,5.75,0.23958333333333334,-24.6640316205534,-22.448491064434883,6.5909
6,DTIL,same_day_close,2024-12-31T09:45:00-05:00,2024-12-31T16:00:00-05:00,4.4,3.81,-13.409090909090915,6.25,0.2604166666666667,-51.49090909090911,-42.4700987066583,6.5909
6,DTIL,next_day_open,2024-12-31T09:45:00-05:00,2025-01-02T09:30:00-05:00,4.4,4.0553,-7.834090909090918,47.75,1.9895833333333333,-3.937553545930514,-4.017422614256827,6.5909
6,DTIL,next_day_10_30,2024-12-31T09:45:00-05:00,2025-01-02T10:30:00-05:00,4.4,4.9,11.363636363636353,48.75,2.03125,5.594405594405589,5.441636351238799,6.5909
6,DTIL,next_day_12_00,2024-12-31T09:45:00-05:00,2025-01-02T12:00:00-05:00,4.4,4.95,12.5,50.25,2.09375,5.970149253731344,5.786696566660776,6.5909
6,DTIL,next_day_14_00,2024-12-31T09:45:00-05:00,2025-01-02T14:00:00-05:00,4.4,4.66,5.909090909090908,52.25,2.1770833333333335,2.714223575467594,2.672134010768268,6.5909
6,DTIL,next_day_15_30,2024-12-31T09:45:00-05:00,2025-01-02T15:30:00-05:00,4.4,4.67,6.136363636363629,53.75,2.2395833333333335,2.739957716701899,2.694850702922724,6.5909
6,DTIL,next_day_close,2024-12-31T09:45:00-05:00,2025-01-02T16:00:00-05:00,4.4,4.69,6.590909090909092,54.25,2.2604166666666665,2.9157938835358195,2.8639741659809648,6.5909
6,DTIL,second_day_close,2024-12-31T09:45:00-05:00,2025-01-03T16:00:00-05:00,4.4,4.75,7.954545454545436,78.25,3.2604166666666665,2.4397327911704854,2.375327050312248,6.5909
5,SPGC,same_day_14_00,2024-12-31T09:45:00-05:00,2024-12-31T14:00:00-05:00,13.194,12.957,-1.7962710322873998,4.25,0.17708333333333334,-10.143648182328846,-9.729419664294737,1.0687
5,SPGC,same_day_15_00,2024-12-31T09:45:00-05:00,2024-12-31T15:00:00-05:00,13.194,13.134,-0.45475216007276886,5.25,0.21875,-2.0788670174755146,-2.0620511082852677,1.0687
5,SPGC,same_day_15_30,2024-12-31T09:45:00-05:00,2024-12-31T15:30:00-05:00,13.194,12.306,-6.730331969076864,5.75,0.23958333333333334,-28.091820392668648,-25.234853214726126,1.0687
5,SPGC,same_day_close,2024-12-31T09:45:00-05:00,2024-12-31T16:00:00-05:00,13.194,12.597,-4.52478399272398,6.25,0.2604166666666667,-17.375170532060082,-16.28946943906867,1.0687
5,SPGC,next_day_open,2024-12-31T09:45:00-05:00,2025-01-02T09:30:00-05:00,13.194,12.15,-7.912687585266031,47.75,1.9895833333333333,-3.977057634479262,-4.058571329115789,1.0687
5,SPGC,next_day_10_30,2024-12-31T09:45:00-05:00,2025-01-02T10:30:00-05:00,13.194,12.099,-8.299226921327884,48.75,2.03125,-4.0857732535768045,-4.175637872214,1.0687
5,SPGC,next_day_12_00,2024-12-31T09:45:00-05:00,2025-01-02T12:00:00-05:00,13.194,13.389,1.4779445202364627,50.25,2.09375,0.7058839499636836,0.7031792726199582,1.0687
5,SPGC,next_day_14_00,2024-12-31T09:45:00-05:00,2025-01-02T14:00:00-05:00,13.194,13.332,1.0459299681673473,52.25,2.1770833333333335,0.48042716241179584,0.47907599639760434,1.0687
5,SPGC,next_day_15_30,2024-12-31T09:45:00-05:00,2025-01-02T15:30:00-05:00,13.194,13.5,2.3192360163710735,53.75,2.2395833333333335,1.0355658491703397,1.0289978854454596,1.0687
5,SPGC,next_day_close,2024-12-31T09:45:00-05:00,2025-01-02T16:00:00-05:00,13.194,13.335,1.0686675761709896,54.25,2.2604166666666665,0.4727745959097466,0.4713737433438725,1.0687
5,SPGC,second_day_close,2024-12-31T09:45:00-05:00,2025-01-03T16:00:00-05:00,13.194,16.998,28.831286948613013,78.25,3.2604166666666665,8.84282283407939,8.079808353848872,1.0687
2,GREE,same_day_14_00,2024-12-24T09:45:00-05:00,2024-12-24T14:00:00-05:00,1.76,1.7535,-0.369318181818179,4.25,0.17708333333333334,-2.085561497326187,-2.067744997804455,-1.7045
2,GREE,same_day_15_00,2024-12-24T09:45:00-05:00,2024-12-24T15:00:00-05:00,1.76,1.7535,-0.369318181818179,5.25,0.21875,-1.6883116883116753,-1.6772125231838242,-1.7045
2,GREE,same_day_15_30,2024-12-24T09:45:00-05:00,2024-12-24T15:30:00-05:00,1.76,1.7535,-0.369318181818179,5.75,0.23958333333333334,-1.5415019762845732,-1.532491510517009,-1.7045
2,GREE,same_day_close,2024-12-24T09:45:00-05:00,2024-12-24T16:00:00-05:00,1.76,1.73,-1.7045454545454586,6.25,0.2604166666666667,-6.54545454545456,-6.3886751723474795,-1.7045
2,GREE,next_day_open,2024-12-24T09:45:00-05:00,2024-12-26T09:30:00-05:00,1.76,1.7084,-2.931818181818191,47.75,1.9895833333333333,-1.4735840076154259,-1.4844883233449457,-1.7045
2,GREE,next_day_10_30,2024-12-24T09:45:00-05:00,2024-12-26T10:30:00-05:00,1.76,1.67,-5.113636363636365,48.75,2.03125,-2.5174825174825184,-2.5510291289950193,-1.7045
2,GREE,next_day_12_00,2024-12-24T09:45:00-05:00,2024-12-26T12:00:00-05:00,1.76,1.715,-2.5568181818181768,50.25,2.09375,-1.2211668928086814,-1.2294297096156925,-1.7045
2,GREE,next_day_14_00,2024-12-24T09:45:00-05:00,2024-12-26T14:00:00-05:00,1.76,1.73,-1.7045454545454586,52.25,2.1770833333333335,-0.7829491083079618,-0.7865888517216146,-1.7045
2,GREE,next_day_15_30,2024-12-24T09:45:00-05:00,2024-12-26T15:30:00-05:00,1.76,1.7388,-1.2045454545454581,53.75,2.2395833333333335,-0.5378435517970417,-0.5396477283692414,-1.7045
2,GREE,next_day_close,2024-12-24T09:45:00-05:00,2024-12-26T16:00:00-05:00,1.76,1.73,-1.7045454545454586,54.25,2.2604166666666665,-0.7540846250523688,-0.7577003297364326,-1.7045
2,GREE,second_day_close,2024-12-24T09:45:00-05:00,2024-12-27T16:00:00-05:00,1.76,1.65,-6.25,78.25,3.2604166666666665,-1.9169329073482428,-1.959993633816759,-1.7045
173,GREE,same_day_14_00,2025-05-21T09:45:00-04:00,2025-05-21T14:00:00-04:00,1.4399,1.39,-3.4655184387804794,4.25,0.17708333333333334,-19.569986477819178,-18.05904922447572,23.6197
173,GREE,same_day_15_00,2025-05-21T09:45:00-04:00,2025-05-21T15:00:00-04:00,1.4399,1.42,-1.3820404194735736,5.25,0.21875,-6.317899060450622,-6.163814817475554,23.6197
173,GREE,same_day_15_30,2025-05-21T09:45:00-04:00,2025-05-21T15:30:00-04:00,1.4399,1.43,-0.6875477463712754,5.75,0.23958333333333334,-2.869764506593149,-2.8386079556486865,23.6197
173,GREE,same_day_close,2025-05-21T09:45:00-04:00,2025-05-21T16:00:00-04:00,1.4399,1.39,-3.4655184387804794,6.25,0.2604166666666667,-13.307590804917039,-12.666537441929137,23.6197
173,GREE,next_day_open,2025-05-21T09:45:00-04:00,2025-05-22T09:30:00-04:00,1.4399,1.5454,7.3268977012292735,23.75,0.9895833333333334,7.404022940189582,7.406811536598368,23.6197
173,GREE,next_day_10_30,2025-05-21T09:45:00-04:00,2025-05-22T10:30:00-04:00,1.4399,1.575,9.382596013612066,24.75,1.03125,9.098274922290488,9.085738756571793,23.6197
173,GREE,next_day_12_00,2025-05-21T09:45:00-04:00,2025-05-22T12:00:00-04:00,1.4399,1.725,19.79998611014655,26.25,1.09375,18.10284444356256,17.959222651132833,23.6197
173,GREE,next_day_14_00,2025-05-21T09:45:00-04:00,2025-05-22T14:00:00-04:00,1.4399,1.75,21.536217792902292,28.25,1.1770833333333333,18.296255824058587,18.02183942193207,23.6197
173,GREE,next_day_15_30,2025-05-21T09:45:00-04:00,2025-05-22T15:30:00-04:00,1.4399,1.77,22.925203139106888,29.75,1.2395833333333333,18.49428152398539,18.117807187393552,23.6197
173,GREE,next_day_close,2025-05-21T09:45:00-04:00,2025-05-22T16:00:00-04:00,1.4399,1.78,23.619695812209194,30.25,1.2604166666666667,18.739593371670104,18.32085312426004,23.6197
173,GREE,second_day_close,2025-05-21T09:45:00-04:00,2025-05-23T16:00:00-04:00,1.4399,1.59,10.424335023265519,54.25,2.2604166666666665,4.611687383564469,4.484460713217442,23.6197
3,TZUP,same_day_15_30,2024-12-26T15:01:57-05:00,2024-12-26T15:30:00-05:00,3.22,3.215,-0.15527950310559868,0.4675,0.01947916666666667,-7.971568073870306,-7.667836289029117,5.2795
3,TZUP,same_day_close,2024-12-26T15:01:57-05:00,2024-12-26T16:00:00-05:00,3.22,3.22,0.0,0.9675,0.0403125,0.0,0.0,5.2795
3,TZUP,next_day_open,2024-12-26T15:01:57-05:00,2024-12-27T09:30:00-05:00,3.22,3.24,0.6211180124223503,18.4675,0.7694791666666667,0.8071927601535891,0.8079426649203914,5.2795
3,TZUP,next_day_10_30,2024-12-26T15:01:57-05:00,2024-12-27T10:30:00-05:00,3.22,3.2,-0.6211180124223614,19.4675,0.8111458333333333,-0.76572915362202,-0.7651746069497478,5.2795
3,TZUP,next_day_12_00,2024-12-26T15:01:57-05:00,2024-12-27T12:00:00-05:00,3.22,3.258,1.1801242236024745,20.9675,0.8736458333333333,1.3508039282918511,1.3519528445887552,5.2795
3,TZUP,next_day_14_00,2024-12-26T15:01:57-05:00,2024-12-27T14:00:00-05:00,3.22,3.3757,4.835403726708076,22.9675,0.9569791666666667,5.052778467007459,5.058187605017106,5.2795
3,TZUP,next_day_15_30,2024-12-26T15:01:57-05:00,2024-12-27T15:30:00-05:00,3.22,3.4401,6.835403726708078,24.4675,1.0194791666666667,6.704799813670946,6.700519744602795,5.2795
3,TZUP,next_day_close,2024-12-26T15:01:57-05:00,2024-12-27T16:00:00-05:00,3.22,3.39,5.2795031055900665,24.9675,1.0403125,5.074920377857679,5.069821594861557,5.2795
3,TZUP,second_day_close,2024-12-26T15:01:57-05:00,2024-12-30T16:00:00-05:00,3.22,3.02,-6.211180124223603,96.9675,4.0403125,-1.5373019102417456,-1.5745896796011238,5.2795
299,TZUP,same_day_14_00,2025-09-02T10:00:05-04:00,2025-09-02T14:00:00-04:00,5.57,5.355,-3.859964093357271,3.998611111111111,0.1666087962962963,-23.16782894519404,-21.04310677182871,-5.0269
299,TZUP,same_day_15_00,2025-09-02T10:00:05-04:00,2025-09-02T15:00:00-04:00,5.57,5.455,-2.064631956912033,4.998611111111111,0.20827546296296295,-9.912987000677948,-9.53141391726221,-5.0269
299,TZUP,same_day_15_30,2025-09-02T10:00:05-04:00,2025-09-02T15:30:00-04:00,5.57,5.46,-1.9748653500897717,5.498611111111111,0.2291087962962963,-8.619770964776775,-8.337811289259989,-5.0269
299,TZUP,same_day_close,2025-09-02T10:00:05-04:00,2025-09-02T16:00:00-04:00,5.57,5.43,-2.513464991023351,5.998611111111111,0.2499421296296296,-10.056187785340011,-9.683250520404474,-5.0269
299,TZUP,next_day_open,2025-09-02T10:00:05-04:00,2025-09-03T09:30:00-04:00,5.57,5.51,-1.0771992818671583,23.49861111111111,0.9791087962962962,-1.1001834381857378,-1.1000565575671417,-5.0269
299,TZUP,next_day_10_30,2025-09-02T10:00:05-04:00,2025-09-03T10:30:00-04:00,5.57,5.3591,-3.786355475763026,24.49861111111111,1.0207754629629628,-3.7092931924250294,-3.710741191447775,-5.0269
299,TZUP,next_day_12_00,2025-09-02T10:00:05-04:00,2025-09-03T12:00:00-04:00,5.57,5.32,-4.4883303411131,25.99861111111111,1.0832754629629628,-4.143295490914812,-4.150561319300749,-5.0269
299,TZUP,next_day_14_00,2025-09-02T10:00:05-04:00,2025-09-03T14:00:00-04:00,5.57,5.2,-6.642728904847395,27.99861111111111,1.1666087962962963,-5.694050075686442,-5.721768042591058,-5.0269
299,TZUP,next_day_15_30,2025-09-02T10:00:05-04:00,2025-09-03T15:30:00-04:00,5.57,5.3,-4.847396768402168,29.49861111111111,1.2291087962962963,-3.9438305079330225,-3.961998968626246,-5.0269
299,TZUP,next_day_close,2025-09-02T10:00:05-04:00,2025-09-03T16:00:00-04:00,5.57,5.29,-5.0269299820466795,29.99861111111111,1.2499421296296296,-4.021730176849235,-4.042361429394292,-5.0269
299,TZUP,second_day_close,2025-09-02T10:00:05-04:00,2025-09-04T16:00:00-04:00,5.57,5.57,0.0,53.99861111111111,2.2499421296296296,0.0,0.0,-5.0269
11,IBIO,same_day_14_00,2025-01-14T09:45:00-05:00,2025-01-14T14:00:00-05:00,2.55,2.685,5.294117647058827,4.25,0.17708333333333334,29.896193771626315,33.81885969043956,11.7647
11,IBIO,same_day_15_00,2025-01-14T09:45:00-05:00,2025-01-14T15:00:00-05:00,2.55,2.65,3.9215686274509887,5.25,0.21875,17.92717086834738,19.225426470565175,11.7647
11,IBIO,same_day_15_30,2025-01-14T09:45:00-05:00,2025-01-14T15:30:00-05:00,2.55,2.66,4.313725490196085,5.75,0.23958333333333334,18.005115089514096,19.276707736240304,11.7647
11,IBIO,same_day_close,2025-01-14T09:45:00-05:00,2025-01-14T16:00:00-05:00,2.55,2.73,7.058823529411762,6.25,0.2604166666666667,27.105882352941162,29.942216878159766,11.7647
11,IBIO,next_day_open,2025-01-14T09:45:00-05:00,2025-01-15T09:30:00-05:00,2.55,2.77,8.62745098039217,23.75,0.9895833333333334,8.718266253869983,8.722116962170134,11.7647
11,IBIO,next_day_10_30,2025-01-14T09:45:00-05:00,2025-01-15T10:30:00-05:00,2.55,2.75,7.843137254901977,24.75,1.03125,7.6054664289958565,7.596662635124263,11.7647
11,IBIO,next_day_12_00,2025-01-14T09:45:00-05:00,2025-01-15T12:00:00-05:00,2.55,2.8,9.80392156862746,26.25,1.09375,8.963585434173678,8.92719515903375,11.7647
11,IBIO,next_day_14_00,2025-01-14T09:45:00-05:00,2025-01-15T14:00:00-05:00,2.55,2.84,11.372549019607847,28.25,1.1770833333333333,9.66163456533056,9.582382221840824,11.7647
11,IBIO,next_day_15_30,2025-01-14T09:45:00-05:00,2025-01-15T15:30:00-05:00,2.55,2.8025,9.901960784313735,29.75,1.2395833333333333,7.988136431043014,7.91455383106201,11.7647
11,IBIO,next_day_close,2025-01-14T09:45:00-05:00,2025-01-15T16:00:00-05:00,2.55,2.85,11.764705882352944,30.25,1.2604166666666667,9.333981526494897,9.22558360590211,11.7647
11,IBIO,second_day_close,2025-01-14T09:45:00-05:00,2025-01-16T16:00:00-05:00,2.55,2.84,11.372549019607847,54.25,2.2604166666666665,5.031173759826514,4.88043630453554,11.7647
12,GRYP,same_day_14_00,2025-01-16T09:45:00-05:00,2025-01-16T14:00:00-05:00,2.0745,2.15,3.639431188238129,4.25,0.17708333333333334,20.55208200416826,22.368801192490785,4.8686
12,GRYP,same_day_15_00,2025-01-16T09:45:00-05:00,2025-01-16T15:00:00-05:00,2.0745,2.133,2.819956616052055,5.25,0.21875,12.891230244809394,13.556250943912618,4.8686
12,GRYP,same_day_15_30,2025-01-16T09:45:00-05:00,2025-01-16T15:30:00-05:00,2.0745,2.1585,4.049168474331166,5.75,0.23958333333333334,16.900877110251823,18.019148009660803,4.8686
12,GRYP,same_day_close,2025-01-16T09:45:00-05:00,2025-01-16T16:00:00-05:00,2.0745,2.182,5.181971559411913,6.25,0.2604166666666667,19.898770788141746,21.41004475821353,4.8686
12,GRYP,next_day_open,2025-01-16T09:45:00-05:00,2025-01-17T09:30:00-05:00,2.0745,2.075,0.02410219329960217,23.75,0.9895833333333334,0.02435590059749272,0.024355931491393257,4.8686
12,GRYP,next_day_10_30,2025-01-16T09:45:00-05:00,2025-01-17T10:30:00-05:00,2.0745,2.125,2.43432152325862,24.75,1.03125,2.3605542043719954,2.3596907359299646,4.8686
12,GRYP,next_day_12_00,2025-01-16T09:45:00-05:00,2025-01-17T12:00:00-05:00,2.0745,2.112,1.8076644974692746,26.25,1.09375,1.6527218262576224,1.6514497388162797,4.8686
12,GRYP,next_day_14_00,2025-01-16T09:45:00-05:00,2025-01-17T14:00:00-05:00,2.0745,2.17,4.6035189202217275,28.25,1.1770833333333333,3.910954126914034,3.8976445124494274,4.8686
12,GRYP,next_day_15_30,2025-01-16T09:45:00-05:00,2025-01-17T15:30:00-05:00,2.0745,2.159,4.073270667630746,29.75,1.2395833333333333,3.2859998663239636,3.2732700134355364,4.8686
12,GRYP,next_day_close,2025-01-16T09:45:00-05:00,2025-01-17T16:00:00-05:00,2.0745,2.1755,4.86864304651724,30.25,1.2604166666666667,3.8627250616996283,3.8436676645117407,4.8686
12,GRYP,second_day_close,2025-01-16T09:45:00-05:00,2025-01-21T16:00:00-05:00,2.0745,2.0805,0.2892263195950706,126.25,5.260416666666667,0.05498163699233025,0.054917353348415965,4.8686
8,PRLD,same_day_14_00,2025-01-03T09:45:00-05:00,2025-01-03T14:00:00-05:00,1.39,1.39,0.0,4.25,0.17708333333333334,0.0,0.0,-4.3165
8,PRLD,same_day_15_00,2025-01-03T09:45:00-05:00,2025-01-03T15:00:00-05:00,1.39,1.3807,-0.6690647482014311,5.25,0.21875,-3.058581706063685,-3.022248057736543,-4.3165
8,PRLD,same_day_15_30,2025-01-03T09:45:00-05:00,2025-01-03T15:30:00-05:00,1.39,1.39,0.0,5.75,0.23958333333333334,0.0,0.0,-4.3165
8,PRLD,same_day_close,2025-01-03T09:45:00-05:00,2025-01-03T16:00:00-05:00,1.39,1.39,0.0,6.25,0.2604166666666667,0.0,0.0,-4.3165
8,PRLD,next_day_open,2025-01-03T09:45:00-05:00,2025-01-06T09:30:00-05:00,1.39,1.38,-0.7194244604316502,71.75,2.9895833333333335,-0.2406437219562314,-0.24122211180488407,-4.3165
8,PRLD,next_day_10_30,2025-01-03T09:45:00-05:00,2025-01-06T10:30:00-05:00,1.39,1.35,-2.877697841726601,72.75,3.03125,-0.9493436178891879,-0.9586464877785805,-4.3165
8,PRLD,next_day_12_00,2025-01-03T09:45:00-05:00,2025-01-06T12:00:00-05:00,1.39,1.33,-4.316546762589912,74.25,3.09375,-1.3952474384129008,-1.416133467919134,-4.3165
8,PRLD,next_day_14_00,2025-01-03T09:45:00-05:00,2025-01-06T14:00:00-05:00,1.39,1.32,-5.035971223021574,76.25,3.1770833333333335,-1.585092581672364,-1.6132432724322965,-4.3165
8,PRLD,next_day_15_30,2025-01-03T09:45:00-05:00,2025-01-06T15:30:00-05:00,1.39,1.32,-5.035971223021574,77.75,3.2395833333333335,-1.5545120173957268,-1.5823671754242596,-4.3165
8,PRLD,next_day_close,2025-01-03T09:45:00-05:00,2025-01-06T16:00:00-05:00,1.39,1.33,-4.316546762589912,78.25,3.2604166666666665,-1.32392488565058,-1.3442320588922363,-4.3165
8,PRLD,second_day_close,2025-01-03T09:45:00-05:00,2025-01-07T16:00:00-05:00,1.39,1.21,-12.949640287769782,102.25,4.260416666666667,-3.0395243707234694,-3.202750073947691,-4.3165
101,PRLD,same_day_14_00,2025-03-28T09:45:00-04:00,2025-03-28T14:00:00-04:00,0.7873,0.7894,0.26673440873872245,4.25,0.17708333333333334,1.5062648964069032,1.5156305273597237,-2.4514
101,PRLD,same_day_15_00,2025-03-28T09:45:00-04:00,2025-03-28T15:00:00-04:00,0.7873,0.8023,1.905245776705189,5.25,0.21875,8.709694979223721,9.010893825690381,-2.4514
101,PRLD,same_day_15_30,2025-03-28T09:45:00-04:00,2025-03-28T15:30:00-04:00,0.7873,0.7997,1.5750031754096172,5.75,0.23958333333333334,6.57392629736188,6.740123043655921,-2.4514
101,PRLD,same_day_close,2025-03-28T09:45:00-04:00,2025-03-28T16:00:00-04:00,0.7873,0.7997,1.5750031754096172,6.25,0.2604166666666667,6.04801219357293,6.184587232091943,-2.4514
101,PRLD,next_day_open,2025-03-28T09:45:00-04:00,2025-03-31T09:30:00-04:00,0.7873,0.7631,-3.0737965197510486,71.75,2.9895833333333335,-1.0281688707181207,-1.038868341965249,-2.4514
101,PRLD,next_day_10_30,2025-03-28T09:45:00-04:00,2025-03-31T10:30:00-04:00,0.7873,0.8149,3.505652229137546,72.75,3.03125,1.1565038281690874,1.14317888949933,-2.4514
101,PRLD,next_day_12_00,2025-03-28T09:45:00-04:00,2025-03-31T12:00:00-04:00,0.7873,0.8341,5.944366823320202,74.25,3.09375,1.921411498446934,1.8839978719028538,-2.4514
101,PRLD,next_day_14_00,2025-03-28T09:45:00-04:00,2025-03-31T14:00:00-04:00,0.7873,0.8515,8.154451924298245,76.25,3.1770833333333335,2.5666471630578083,2.4980527307290945,-2.4514
101,PRLD,next_day_15_30,2025-03-28T09:45:00-04:00,2025-03-31T15:30:00-04:00,0.7873,0.84,6.693763495490912,77.75,3.2395833333333335,2.066242107932886,2.0201609275002808,-2.4514
101,PRLD,next_day_close,2025-03-28T09:45:00-04:00,2025-03-31T16:00:00-04:00,0.7873,0.768,-2.4514162326940148,78.25,3.2604166666666665,-0.7518720713694104,-0.7583511608236893,-2.4514
101,PRLD,second_day_close,2025-03-28T09:45:00-04:00,2025-04-01T16:00:00-04:00,0.7873,0.7703,-2.1592785469325526,102.25,4.260416666666667,-0.5068233264193767,-0.5110648536779561,-2.4514
